Class;1.66;1.68;1.70;1.72;1.74;1.76;1.78;1.80;1.82;1.84;1.86
A;0.348495928;0.334394937;0.336409364;0.366625774;0.314250663;0.310221809;0.346481501;0.350510355;0.330366082;0.366625774;0.332380509
A;0.305899608;0.344390287;0.403139219;0.346416113;0.342364462;0.350467763;0.356545239;0.342364462;0.346416113;0.356545239;0.344390287
A;0.280273453;0.354751713;0.241074369;0.248914185;0.252834094;0.252834094;0.284193361;0.227354689;0.272433636;0.272433636;0.260673911
A;0.330687831;0.330687831;0.300441993;0.324638663;0.35690089;0.304474771;0.316573106;0.364966447;0.328671441;0.348835334;0.338753388
A;0.365312201;0.311117534;0.327175213;0.307103114;0.321153584;0.309110324;0.315131954;0.339218473;0.343232893;0.313124744;0.373341041
A;0.356026503;0.366083749;0.376140995;0.331889113;0.307751723;0.299705926;0.33993491;0.345969257;0.323843316;0.345969257;0.426427224
A;0.316358771;0.318373795;0.348599155;0.330463939;0.298223555;0.332478963;0.356659251;0.316358771;0.346584131;0.330463939;0.316358771
A;0.33461167;0.332608007;0.310567718;0.322589694;0.30455673;0.320586031;0.348637309;0.320586031;0.348637309;0.324593357;0.28251644
A;0.303617951;0.293823823;0.274235568;0.287947347;0.272276743;0.258564964;0.305576776;0.289906172;0.268359092;0.268359092;0.274235568
A;0.407974706;0.371976937;0.317980285;0.365977309;0.303981153;0.335979169;0.309980781;0.321980037;0.311980657;0.339978921;0.335979169
A;0.325744689;0.337809307;0.329766228;0.301615452;0.307647761;0.325744689;0.297593913;0.31971238;0.349873925;0.339820076;0.345852385
A;0.368317335;0.342294914;0.274236276;0.342294914;0.354305262;0.326281117;0.352303538;0.306263871;0.25421903;0.350301813;0.34029319
A;0.362305714;0.352241666;0.33613919;0.311985476;0.352241666;0.324062333;0.364318523;0.283806142;0.305947047;0.311985476;0.346203237
A;0.3965869;0.400675424;0.31072788;0.404763949;0.384321325;0.335259028;0.355701652;0.347524603;0.355701652;0.365922964;0.335259028
A;0.301968468;0.325965963;0.375960742;0.343964083;0.301968468;0.283970348;0.313967216;0.325965963;0.367961577;0.291969513;0.295969095
A;0.380775089;0.380775089;0.364657625;0.352569527;0.330408014;0.316305233;0.286084987;0.328393331;0.352569527;0.37473104;0.326378648
A;0.338759572;0.334702571;0.37527258;0.363101577;0.314417567;0.314417567;0.354987575;0.310360566;0.314417567;0.306303565;0.332674071
A;0.349991301;0.362129727;0.309529879;0.360106656;0.331783661;0.360106656;0.31155295;0.277160741;0.358083585;0.341899016;0.358083585
A;0.356604876;0.389396129;0.364802689;0.370951049;0.364802689;0.368901595;0.379148862;0.323813623;0.368901595;0.356604876;0.370951049
A;0.354618305;0.350611319;0.288503028;0.348607826;0.316551934;0.330576386;0.316551934;0.342597346;0.302527481;0.298520494;0.282492548
A;0.328325872;0.289005409;0.326359849;0.316529733;0.269345177;0.275243246;0.287039385;0.283107339;0.257549038;0.259515061;0.306699617
A;0.371047038;0.320633039;0.326682718;0.276268719;0.326682718;0.318616479;0.360964238;0.330715838;0.322649599;0.308533679;0.371047038
A;0.329465693;0.358114883;0.3499294;0.32332658;0.3499294;0.335604805;0.347883029;0.360161254;0.329465693;0.309001985;0.362207625
A;0.366645075;0.387014246;0.366645075;0.344238987;0.332017485;0.358497407;0.327943651;0.352386656;0.37071891;0.348312822;0.401272666
A;0.345827473;0.331670793;0.364028919;0.357961771;0.349872239;0.285155987;0.335715559;0.285155987;0.362006536;0.359984153;0.362006536
A;0.385504217;0.369012058;0.428796134;0.416427015;0.321597101;0.379319657;0.410242455;0.375196617;0.369012058;0.371073578;0.352519899
A;0.317016091;0.329131356;0.36547715;0.345285042;0.379611625;0.327112145;0.323073723;0.310958459;0.325092934;0.329131356;0.375573203
A;0.401586474;0.409866607;0.422286807;0.409866607;0.343625539;0.324995239;0.389166273;0.339485473;0.382956173;0.389166273;0.391236307
A;0.378304251;0.37624825;0.392696261;0.357744238;0.411200273;0.33101622;0.357744238;0.382416254;0.304288202;0.357744238;0.333072221
A;0.344423363;0.348451706;0.342409191;0.35248005;0.360536736;0.374635938;0.362550908;0.35248005;0.314210787;0.360536736;0.336366676
A;0.276217118;0.327150771;0.260545225;0.246832319;0.262504212;0.242914345;0.295806985;0.270340158;0.252709279;0.280135092;0.264463198
A;0.346305531;0.356490988;0.311674978;0.350379714;0.309637887;0.319823343;0.313712069;0.342231348;0.279081516;0.303526613;0.354453897
A;0.321736903;0.313792782;0.307834691;0.319750872;0.291946449;0.297904539;0.335639114;0.293932479;0.289960418;0.321736903;0.339611175
A;0.328421206;0.34869412;0.314230167;0.318284749;0.34869412;0.328421206;0.295984544;0.344639537;0.295984544;0.34869412;0.308148292
A;0.384460322;0.392772977;0.36783501;0.403163797;0.376147666;0.399007469;0.396929305;0.355366027;0.371991338;0.384460322;0.407320125
A;0.272894071;0.234185692;0.263216976;0.220637759;0.228379435;0.298054517;0.228379435;0.251604462;0.245798205;0.261281557;0.267087814
B;0.345551633;0.374008826;0.363845542;0.327257723;0.339453663;0.333355693;0.331323036;0.317094439;0.325225066;0.296767873;0.371976169
B;0.352688643;0.368904213;0.391200621;0.354715589;0.34863475;0.330392234;0.324311396;0.324311396;0.34863475;0.350661697;0.350661697
B;0.306449366;0.312419159;0.286550057;0.350227847;0.344258054;0.284560126;0.306449366;0.276600402;0.284560126;0.290529919;0.320378883
B;0.325017638;0.261599562;0.336908527;0.29727223;0.311144934;0.279435896;0.285381341;0.291326785;0.313126749;0.303217675;0.328981268
B;0.318217012;0.356727351;0.37902281;0.346593051;0.330378172;0.304028992;0.348619911;0.364834791;0.332405031;0.437801749;0.330378172
B;0.323542651;0.351676795;0.301437253;0.337609723;0.289379763;0.319523488;0.293398926;0.319523488;0.365743867;0.295408508;0.323542651
B;0.314165251;0.356187355;0.372195775;0.354186302;0.334175776;0.258135779;0.314165251;0.344181039;0.350184197;0.322169461;0.296155778
B;0.312755486;0.292707057;0.2666441;0.314760329;0.324784543;0.310750643;0.320774857;0.326789386;0.330799072;0.384929829;0.298721586
B;0.299959334;0.370419581;0.350288082;0.324117133;0.291906735;0.330156583;0.303985634;0.314051384;0.330156583;0.322103983;0.350288082
B;0.389273093;0.338586493;0.336559029;0.375080845;0.350751277;0.362916061;0.31222946;0.330476637;0.314256924;0.334531565;0.356833669
B;0.320714528;0.350970615;0.328782818;0.359038905;0.318697455;0.33886818;0.336851108;0.332816963;0.334834035;0.385260848;0.300543803
B;0.34146511;0.349643915;0.361912123;0.396672044;0.35782272;0.39053794;0.345554513;0.343509811;0.34146511;0.378269733;0.345554513
B;0.323939099;0.348083629;0.364179981;0.319915011;0.338023408;0.279674129;0.338023408;0.336011364;0.352107717;0.33399932;0.34405954
B;0.350021725;0.33996363;0.305766105;0.321859058;0.343986868;0.291684771;0.283638295;0.275591818;0.289673152;0.301742867;0.343986868
B;0.308761865;0.318721925;0.346610094;0.324697961;0.338642045;0.302785829;0.320713937;0.2649376;0.296809793;0.280873696;0.324697961
B;0.438025478;0.387328085;0.316351734;0.403551251;0.296072777;0.324463317;0.369077024;0.336630692;0.34677017;0.330547005;0.348798066
B;0.314570037;0.369014851;0.306504139;0.290372342;0.30247119;0.32465241;0.340784207;0.328685359;0.389179597;0.294405291;0.328685359
B;0.355259979;0.34104958;0.357290036;0.349169808;0.347139751;0.379620664;0.403981348;0.363380207;0.375560549;0.351199865;0.334959409
B;0.366967298;0.356885778;0.373016209;0.370999905;0.270184714;0.324624917;0.280266233;0.354869475;0.316559702;0.344787955;0.334706436
B;0.379917363;0.371702933;0.377863755;0.338845216;0.347059645;0.34295243;0.371702933;0.404560651;0.345006038;0.34295243;0.439471976
B;0.317833455;0.355813554;0.331826123;0.28984812;0.359811459;0.30583974;0.301841835;0.299842882;0.30583974;0.315834503;0.333825076
B;0.30799384;0.34399312;0.30399392;0.33199336;0.28599428;0.30399392;0.3299934;0.28399432;0.2799944;0.3099938;0.38599228
B;0.352328711;0.362453099;0.384726753;0.37865212;0.342204322;0.313856035;0.315880913;0.358403343;0.285507748;0.321955546;0.340179445
B;0.31296644;0.361115124;0.409263807;0.327009806;0.325003611;0.290898294;0.335034587;0.318985026;0.306947855;0.318985026;0.37917088
B;0.364686156;0.354499392;0.317827041;0.352462039;0.307640277;0.350424686;0.319864394;0.348387333;0.366723509;0.372835567;0.336163216
B;0.303818658;0.372228158;0.382288378;0.348083629;0.325951144;0.29979457;0.398384731;0.323939099;0.307842747;0.350095673;0.287722306
B;0.288636233;0.268866628;0.258981826;0.300497996;0.347945048;0.312359759;0.272820549;0.247120063;0.324221522;0.296544075;0.304451917
B;0.354873318;0.410580177;0.371379054;0.410580177;0.361062969;0.394074441;0.392011224;0.396137658;0.358999752;0.38788479;0.356936535
Multivariate_threshold|Si <= -0.013012;0.33670515305009413;0.342718936140408;0.3338225731406487;0.334037858383883;0.3229826832647114;0.31731315775501545;0.3268938279392439;0.31993719566274603;0.32215311362483634;0.32800267512092934;0.3347352978688963
Multivariate_threshold|Si <= -0.055415;0.32527993765870267;0.33053992437871665;0.3188229417405391;0.31828611906933363;0.31258712434179153;0.30546482946598197;0.3138301529618452;0.3063925923752796;0.31066893728059225;0.3146649258760797;0.32317348080572933
Multivariate_threshold|Si <= 0.018206;0.34511666024924564;0.35168540562064254;0.3448656478823035;0.34563465232645685;0.3306361336132474;0.32603617043241384;0.3365116068918016;0.3299090451342245;0.3306080292379563;0.3378222338732363;0.34324737437078684
Multivariate_threshold|Si <= 0.056783;0.3555110557555953;0.3627655875507695;0.358511964024376;0.3599652187743952;0.3400937715879159;0.33681550422231155;0.34839663486105965;0.3422316105059556;0.3410560660492955;0.349956608243101;0.3537660469042754
Multivariate_threshold|Si > -0.055415;0.32527993765870267;0.33053992437871665;0.3188229417405391;0.31828611906933363;0.31258712434179153;0.30546482946598197;0.3138301529618452;0.3063925923752796;0.31066893728059225;0.3146649258760797;0.32317348080572933
Multivariate_threshold|Si > 0.018206;0.34511666024924564;0.35168540562064254;0.3448656478823035;0.34563465232645685;0.3306361336132474;0.32603617043241384;0.3365116068918016;0.3299090451342245;0.3306080292379563;0.3378222338732363;0.34324737437078684
Multivariate_threshold|Si > -0.013012;0.33670515305009413;0.342718936140408;0.3338225731406487;0.334037858383883;0.3229826832647114;0.31731315775501545;0.3268938279392439;0.31993719566274603;0.32215311362483634;0.32800267512092934;0.3347352978688963
Multivariate_threshold|Si > 0.056783;0.3555110557555953;0.3627655875507695;0.358511964024376;0.3599652187743952;0.3400937715879159;0.33681550422231155;0.34839663486105965;0.3422316105059556;0.3410560660492955;0.349956608243101;0.3537660469042754
